,Tiktoker name,Tiktok name,Subscribers count,Views avg.,Likes avg,Comments avg.,Shares avg
939,justthenobodys,JustTheNobodys,7100000.0,1400000.0,175800.0,2200.0,1800.0
940,snerixx,Sam Erix,8000000.0,1900000.0,369200.0,1000.0,361.0
941,valenrewah,Valent,7500000.0,2400000.0,272600.0,929.0,605.0
942,cheekyboyos,the cheeky boyos,10900000.0,1800000.0,252800.0,1300.0,867.0
943,cokodive,cokodive,188500.0,871100.0,172500.0,2800.0,3700.0
944,_tusya_kiskis,_Tusya_kiskis,6700000.0,1400000.0,161200.0,1500.0,2800.0
945,danaandthewolf,danaandthewolf,187300.0,2500000.0,252500.0,824.0,712.0
946,pakoyaso_,Pakoyaso,9500000.0,1800000.0,216100.0,1200.0,1400.0
947,zhenyalavrik,Переезд в Турцию 🇹🇷,364500.0,3200000.0,69400.0,1800.0,2600.0
948,teukuryantr,teukuryantr,3100000.0,1700000.0,236800.0,1300.0,1100.0
949,jamescharles,James Charles,36100000.0,1700000.0,191600.0,2200.0,752.0
950,zhenyalavrik,Переезд в Турцию 🇹🇷,364500.0,3200000.0,69400.0,1800.0,2600.0
951,teukuryantr,teukuryantr,3100000.0,1700000.0,236800.0,1300.0,1100.0
952,jamescharles,James Charles,36100000.0,1700000.0,191600.0,2200.0,752.0
953,cardncyn,Carddd,1500000.0,2500000.0,271100.0,791.0,623.0
954,mariahandbill,Mariah and Bill ღ,13900000.0,2700000.0,217800.0,1200.0,462.0
955,jamal.jamael,Karim Jamal,2600000.0,1400000.0,203400.0,2400.0,991.0
956,nastasyashinee,🇮🇩 BAGUS ISTRI 🇮🇩,4900000.0,2500000.0,154500.0,1600.0,880.0
957,riska_nurwidia,Riska Nur Widia,2600000.0,2500000.0,276800.0,623.0,755.0
958,ermo1enko,🖤ТВОЯ ВЕЧЕРИНКА🖤,1700000.0,1700000.0,326300.0,870.0,849.0
959,mackenzieziegler,Mackenzie Ziegler,22100000.0,2100000.0,325500.0,1000.0,380.0
960,yarenalaca,Yaren Alaca,5400000.0,1600000.0,119200.0,4600.0,513.0
961,gabrielvalland,Gabriel Valland,958200.0,1100000.0,257899.99999999997,1700.0,1700.0
962,judiitharias,Judith & Ángel 🙋🏻‍♀️🙋🏽‍♂️,15700000.0,3100000.0,302000.0,763.0,249.0
963,adamrayokay,ADAMRAY,6800000.0,1900000.0,217600.0,1700.0,629.0
964,ethob0t,Ethobot,534200.0,2400000.0,203100.0,1300.0,668.0
965,soylapizito,lapizito,13300000.0,2100000.0,277200.0,1200.0,442.0
966,fadeewa_makeup,Фадеева🦞,760200.0,1300000.0,113200.0,1700.0,4600.0
967,rosssmith,Ross Smith,21800000.0,1400000.0,263300.0,814.0,1700.0
968,bentleybuilds,Bentley Bastian,72000.0,3100000.0,77600.0,826.0,3100.0
969,edwinmendozza,𝖊𝖉𝖜𝖎𝖓,14200000.0,1800000.0,393600.0,1000.0,349.0
970,cocielo,Júlio Cocielo,4300000.0,1300000.0,204600.0,1500.0,2000.0
971,riqqo_,Riqqo_,66000.0,2900000.0,170300.0,1500.0,361.0
972,lgndfrvr,LGNDFRVR,15800000.0,1900000.0,241300.0,670.0,1300.0
973,jajad5,jajad5,630800.0,982400.0,263800.0,2100.0,1500.0
974,cocinaconcoqui,cocinaconcoqui,2000000.0,1400000.0,278300.0,628.0,1700.0
975,rucenuenda1,Ruce Nuenda,1100000.0,1600000.0,280900.0,1500.0,589.0
976,thaotaotau,Phương Thảo,5100000.0,2500000.0,267900.0,1200.0,237.0
977,brycehall,Bryce Hall,21300000.0,2400000.0,283200.0,901.0,476.0
978,just_dt,Dt,8900000.0,1100000.0,198600.0,1800.0,2500.0
979,seleterr,seleterr,27100.0,1500000.0,180500.0,807.0,2500.0
980,teamsport_philipp,Teamsport_Philipp,23200.0,957200.0,140400.0,2100.0,4600.0
981,arananadam38,Okan Taşdemir,175100.0,2000000.0,60000.0,967.0,6600.0
982,mngnzls,MONA,13000000.0,2600000.0,191100.0,1500.0,310.0
983,niico_pr,миша,1100000.0,1400000.0,197700.0,1900.0,1300.0
984,keemokazi,KEEMOKAZI,26000000.0,2100000.0,256000.0,1400.0,293.0
985,vivi,Vivi,10300000.0,1700000.0,224700.0,2000.0,412.0
986,german_crusader,Stardust Crusader,99000.0,902500.0,149000.0,1600.0,5100.0
987,whitehernandez,Blanca Hernández,112600.0,1400000.0,229700.0,1400.0,1400.0
988,shyazryne,aEiOu,86200.0,2900000.0,316000.0,595.0,373.0
989,rozhkova.olesya,Roozhkova,850000.0,1500000.0,197200.0,964.0,2100.0
990,mosqvin_,Та самая училка❤️🔥,2600000.0,1900000.0,348500.0,714.0,637.0
991,sepultacion,mari,6400000.0,1300000.0,301400.0,1900.0,404.0
992,kaansanity,aakaanksh,4900000.0,1100000.0,86400.0,569.0,8800.0
993,dizzlipin,diZzLipin,909600.0,1900000.0,79900.0,5500.0,356.0
994,aldomirandar,😂 Aldo Miranda 😂,8400000.0,1300000.0,212700.0,605.0,2700.0
995,nicolebernaal,nicolebernaal,4000000.0,2200000.0,351300.0,957.0,195.0
996,bellaretamosa,bella,5100000.0,2500000.0,340400.0,901.0,145.0
997,tunico80,🌠Antonio Tonon🌠,5800000.0,1000000.0,206800.0,2000.0,2100.0
998,armon.warren,Armoney,1200000.0,1900000.0,300800.0,904.0,630.0
999,soanhvadiephihi,Soanh x Diệp 💎,1600000.0,2600000.0,273200.0,720.0,530.0
